,AR,ARMA,ELM,AR+ELM,ARMA+ELM,MLP,AR+MLP,ARMA+MLP,ESN,AR+ESN,ARMA+ESN,RBF,AR+RBF,ARMA+RBF,Ensemble - Mediana (ML),Ensemble - Mediana (RNAs),Ensemble - Mediana (RNAs sem RBF),Ensemble - Mediana (MU),Ensemble - Mediana (MU sem RBF),Ensemble - Mediana (todos),Ensemble - Média (ML),Ensemble - Média (RNAs),Ensemble - Média (RNAs sem RBF),Ensemble - Média (MU),Ensemble - Média (MU sem RBF),Ensemble - Média (todos)
0,0.076135493,0.075245905,0.084139778,0.08889916,0.08666842,0.096882887,0.18227033,0.117080722,0.081446563,0.0842805,0.08515952,0.346451565,0.195291304,0.230478647,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
1,0.076135493,0.075245905,0.084237154,0.087738473,0.086629269,0.098157887,0.179299485,0.11962046,0.081717317,0.085456513,0.086568127,0.381727434,0.200898531,0.260666387,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
2,0.076135493,0.075245905,0.083770215,0.088352308,0.08649765,0.095621971,0.180692993,0.117013992,0.084504533,0.0850014,0.085002691,0.318185665,0.212652432,0.261700149,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
3,0.076135493,0.075245905,0.082106693,0.088539608,0.086305719,0.099195342,0.185672737,0.116256106,0.083153802,0.085271591,0.084752969,0.305709588,0.208835436,0.262910839,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
4,0.076135493,0.075245905,0.083060867,0.087986106,0.086348129,0.102842747,0.18519543,0.116872906,0.082795924,0.084555346,0.083774629,0.319876428,0.230620179,0.244984785,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
5,0.076135493,0.075245905,0.083208082,0.089208435,0.086963491,0.098180403,0.179577266,0.115436943,0.09195984,0.085628543,0.084990562,0.317907976,0.203404853,0.256008229,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
6,0.076135493,0.075245905,0.082537305,0.088204901,0.086499347,0.096885152,0.184686978,0.117660532,0.085327881,0.085506617,0.085582946,0.30731961,0.199020844,0.254382925,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
7,0.076135493,0.075245905,0.083058131,0.089122509,0.086805454,0.102981201,0.182065357,0.115979241,0.084136399,0.085182167,0.085907136,0.307060717,0.20471147,0.259018479,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
8,0.076135493,0.075245905,0.083584959,0.089051962,0.08714549,0.102467858,0.184147344,0.117077337,0.083865789,0.084552362,0.0855029,0.306359493,0.177369564,0.24992508,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
9,0.076135493,0.075245905,0.082375263,0.088810809,0.086117341,0.097837248,0.179254966,0.117582911,0.083506315,0.084881006,0.083552811,0.335409006,0.212181135,0.249257765,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
10,0.076135493,0.075245905,0.084105038,0.088569225,0.086686682,0.095848688,0.18180567,0.115262354,0.084261398,0.08480981,0.08348909,0.297791181,0.209140408,0.264263633,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
11,0.076135493,0.075245905,0.083221765,0.088368672,0.086021777,0.100824274,0.182785458,0.117450471,0.082454141,0.084274754,0.083399327,0.358435368,0.206655267,0.269973002,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
12,0.076135493,0.075245905,0.083211791,0.088039261,0.085288857,0.10103762,0.185833062,0.115381232,0.0907454,0.084666595,0.085785426,0.281624929,0.227521359,0.252597303,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
13,0.076135493,0.075245905,0.083948917,0.088482278,0.086484167,0.10059112,0.185050597,0.117279041,0.08176202,0.084313894,0.086110403,0.283655397,0.24210522,0.254035936,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
14,0.076135493,0.075245905,0.083142082,0.088889834,0.086334847,0.095685035,0.182367933,0.117000557,0.088519997,0.08492231,0.08411181,0.36343033,0.215161078,0.249994366,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
15,0.076135493,0.075245905,0.082379627,0.088844104,0.087098396,0.096881524,0.183009813,0.116531009,0.083300936,0.085585592,0.08518847,0.330787494,0.225569927,0.267287381,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
16,0.076135493,0.075245905,0.083904081,0.088968009,0.086233215,0.101156497,0.186738174,0.116512518,0.0829903,0.084343935,0.084124843,0.274988585,0.220170069,0.295737921,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
17,0.076135493,0.075245905,0.08293878,0.088527711,0.086209837,0.096523642,0.178899354,0.116895234,0.0847895,0.084936631,0.084153238,0.343509649,0.227771388,0.268166918,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
18,0.076135493,0.075245905,0.082464569,0.088126784,0.086281221,0.099042997,0.184900232,0.11862968,0.08866872,0.084699418,0.086758733,0.301727578,0.210413393,0.259003783,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
19,0.076135493,0.075245905,0.082834218,0.08853454,0.086663542,0.096303837,0.18062156,0.11646213,0.081677461,0.085161989,0.083674241,0.2935374,0.204898518,0.241689766,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
20,0.076135493,0.075245905,0.083373949,0.087928061,0.086388346,0.098987971,0.183435615,0.116561532,0.081011796,0.0848188,0.083787429,0.293453152,0.217279658,0.254935841,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
21,0.076135493,0.075245905,0.083183068,0.087815723,0.086914013,0.101460222,0.182457848,0.118915002,0.085558132,0.085580276,0.084869845,0.341374276,0.219946175,0.257012872,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
22,0.076135493,0.075245905,0.083321675,0.088504397,0.085926607,0.100816951,0.184727383,0.119095569,0.083134316,0.084741071,0.083849558,0.27602411,0.211801707,0.25782425,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
23,0.076135493,0.075245905,0.082389635,0.08838646,0.08684828,0.100225876,0.182270782,0.117861001,0.083923479,0.085219736,0.084431632,0.320347764,0.206900976,0.287473511,0.08162826323465035,0.0844316004937811,0.08053571203300595,0.08107041456259172,0.08094122520383451,0.08305755818299997,0.08162826323465035,0.09718688322458344,0.09718688322458344,0.08759883466450005,0.08095272031806554,0.09220394937791081
